timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1628490641827,100000,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490641827,47537000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490642911,78961,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490642911,100000,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490642911,7917000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490644072,78795,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490644073,99833,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490644073,43428000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490645163,78790,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490645163,99817,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490645163,303877000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490646266,78821,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490646266,99627,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490646266,21539000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490647461,78761,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490647461,99321,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490647461,19537000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490648557,78836,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490648557,99862,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490648557,995036000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490649671,78943,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490649671,100000,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490649671,41034000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490650787,78934,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490650787,99231,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490650787,0,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490651945,78895,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490651945,99464,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490651945,2758000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490652994,78884,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490652995,99635,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490652995,1007643000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490654071,79125,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490654071,99813,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490654071,259854000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490655202,79558,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490655202,99822,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490655202,534513000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490656327,79749,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490656327,99662,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490656327,18634000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490657464,80205,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490657465,100000,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490657465,1925000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490658466,80259,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490658466,99279,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490658466,16324000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490659466,80476,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490659466,99363,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490659466,71239000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490660467,80430,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490660467,99590,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490660467,27965000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490661467,80150,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490661467,99681,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490661467,1904000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490662468,80208,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490662496,99195,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490662496,0,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490663496,80262,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490663496,99562,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490663496,8141000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490664497,80095,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490664497,99287,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490664497,679000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490665497,79712,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490665497,100000,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490665497,14287000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490666498,80203,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490666498,99463,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490666498,48461000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490667610,79972,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490667610,99808,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490667610,4634000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490668745,80110,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490668746,99834,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490668746,462000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490669885,80198,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490669885,99362,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490669885,546000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490671064,80079,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490671065,99513,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490671065,114065000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490672104,79981,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490672104,98867,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490672104,37142000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490673595,80064,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490673595,99371,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490673595,36589000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490674595,81007,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490674595,99589,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490674595,0,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490675723,81694,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490675723,99636,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490675723,47439000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490676840,81682,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490676840,99478,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490676840,6461000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490677924,81791,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490677925,99816,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490677925,462000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490679040,81528,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490679040,99376,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490679040,546000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490680166,81579,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490680167,99832,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490680167,840000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490681232,81757,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490681233,99606,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490681233,560000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490682338,81269,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490682338,99674,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490682338,827505000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490683470,80916,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490683470,99629,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490683470,1330560000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490684624,80735,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490684624,99845,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490684624,1981476000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490685724,80671,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490685724,100000,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490685724,0,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490686859,80767,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490686859,99281,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490686859,50407000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490688004,80715,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490688004,100000,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490688004,86051000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490689095,80393,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490689096,99392,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490689096,52724000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490690160,80501,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490690160,99764,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490690160,840000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490691296,80472,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490691296,99541,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490691296,0,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490692390,80443,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490692390,99492,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490692390,679000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490693490,80407,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490693490,99642,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490693490,0,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490694614,80247,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490694614,99634,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490694614,18186000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490695701,80302,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490695701,100000,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490695701,21735000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490696775,80351,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490696776,99836,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490696776,51093000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490697885,80327,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490697885,100000,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490697885,1302000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490699011,80593,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490699011,100000,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490699011,7301000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490700114,80629,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490700114,99817,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490700114,4571000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490701258,80647,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490701258,99691,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490701258,2165000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490702360,80643,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490702361,100000,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490702361,112019000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490703489,80718,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490703489,99820,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490703489,60585000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490704612,80728,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490704612,99514,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490704612,14812000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490705673,80780,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490705674,99653,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490705674,372470000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490706753,80952,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490706753,99627,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490706753,1363796000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490707788,80999,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490707788,99778,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490707788,714266000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490708946,80982,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490708947,99469,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490708947,410053000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490710078,82051,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490710079,99576,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490710079,1267833000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490711161,82179,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490711161,99645,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490711161,953463000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490712298,82402,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490712298,99642,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490712298,728980000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490713366,82439,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490713366,99214,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490713366,430654000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490714472,82754,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490714476,99815,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490714476,1180445000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490715582,82855,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490715582,100000,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490715582,1717884000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490716676,82882,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490716676,99621,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490716676,756000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490717788,82874,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490717788,99855,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490717788,595805000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490718922,82834,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490718922,99296,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490718922,528758000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490719977,82843,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490719977,99440,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490719977,175631000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490721042,82285,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490721043,99801,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490721043,840238000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490722117,82286,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490722118,100000,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490722118,809718000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490723278,82479,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490723278,99649,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490723278,30044000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490724411,82523,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490724411,99089,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490724411,1564157000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490725503,82757,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490725503,98632,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490725503,941101000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490726590,82889,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490726590,99420,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490726590,685097000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490727682,83119,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490727682,99511,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490727682,544110000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490728830,83237,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490728830,99406,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490728830,19719000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490729947,83255,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490729947,99673,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490729947,31031000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490731081,83323,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490731081,99440,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490731081,120960000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490732183,83393,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490732183,99458,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490732183,53123000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490733255,82651,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490733255,99595,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490733255,133525000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490734344,82582,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490734344,100000,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490734344,1330000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490735437,82435,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490735437,99658,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490735437,0,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490736523,82415,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490736523,99828,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490736523,253183000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490737597,82143,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490737597,99841,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490737597,76914000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490738643,81774,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490738643,100000,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490738643,91736000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490739770,81651,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490739770,99614,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490739770,50784000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490740864,81666,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490740864,98647,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490740864,1280600000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490741955,81788,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490741955,99322,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490741955,10457000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490743028,81804,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490743028,99641,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490743028,993818000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490744151,81875,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490744152,99794,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490744152,26572000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490745284,81824,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490745284,99320,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490745284,771659000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490746417,81874,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490746417,99829,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490746417,1434533000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490747545,81957,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490747545,100000,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490747545,614906000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490748652,82024,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490748653,99628,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490748653,1149610000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490749798,82050,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490749798,99170,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490749798,16415000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490750886,82045,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490750886,99787,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490750886,0,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490751978,82103,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490751978,99484,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490751978,205450000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490753047,82067,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490753048,99443,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490753048,1451926000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490754167,82036,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490754168,99823,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490754168,722379000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490755326,81713,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490755326,99848,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490755326,887908000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490756495,81580,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490756495,99694,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490756495,5049527000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490757582,81837,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490757582,99793,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490757582,1305976000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490758703,81844,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490758703,100000,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490758703,6121759000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490759841,82043,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490759841,99574,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490759841,2338000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490761031,82160,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490761031,99842,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490761031,1131725000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490762136,82232,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490762137,99676,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490762137,59381000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490763212,82183,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490763212,99477,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490763212,12047000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490764310,82129,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490764310,99631,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490764310,11529000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490765419,82199,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490765419,99468,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490765419,1913793000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490766491,82291,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490766491,99818,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490766491,5204269000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490767577,82204,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490767577,99759,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490767577,3752364000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490768631,82153,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628490768631,99839,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628490768631,1142687000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628490769729,82224,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
