timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1628491639273,462000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491640590,83537,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491640590,99830,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491640590,41993000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491641590,83575,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491641590,99817,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491641590,49210000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491642699,83583,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491642699,100000,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491642700,217196000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491643850,83635,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491643850,99640,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491643850,0,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491644850,83472,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491644850,100000,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491644850,378000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491645893,83433,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491645893,99645,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491645893,5754000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491646894,83404,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491646894,100000,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491646894,12642000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491647895,83365,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491647895,99791,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491647895,5250000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491648896,83424,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491648896,99815,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491648896,5733000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491649896,83451,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491649896,100000,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491649896,0,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491650897,83261,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491650897,99834,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491650897,679000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491651897,83253,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491651897,99631,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491651897,0,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491653011,83302,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491653011,99819,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491653011,3150000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491654011,83314,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491654011,99816,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491654011,0,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491655093,83312,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491655093,100000,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491655093,0,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491657594,83394,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491657594,100000,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491657594,4739000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491658595,83522,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491658595,100000,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491658595,4403000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491659595,83425,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491659607,99686,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491659607,0,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491660608,83384,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491660608,99859,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491660608,7112000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491661609,83388,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491661609,99830,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491661609,2212000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491662610,83408,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491662610,99286,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491662610,11060000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491663611,83373,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491663611,99803,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491663611,0,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491664611,83406,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491664657,99518,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491664657,378000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491665657,83470,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491665657,99589,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491665657,0,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491666658,83357,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491666674,100000,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491666674,20167000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491667674,83354,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491667674,99835,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491667674,23793000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491668674,83349,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491668674,99804,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491668674,36869000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491669675,83411,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491669675,99824,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491669675,50827000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491670675,83501,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491670719,100000,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491670719,462000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491671719,83451,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491671719,100000,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491671719,378000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491672720,83267,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491672720,100000,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491672720,0,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491673720,83245,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491673721,99835,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491673721,0,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491674721,83263,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491674721,100000,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491674721,462000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491675721,83237,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491675796,99823,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491675796,0,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491676796,83270,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491676969,100000,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491676969,0,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491677969,83284,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491677969,100000,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491677969,5033000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491678970,83297,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491678970,99816,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491678970,0,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491679970,83325,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491680047,99812,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491680047,1176000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491681048,83318,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491681162,99815,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491681162,378000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491682162,83318,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491682162,99651,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491682162,0,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491683256,83376,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491683309,100000,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491683309,5040000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491684310,83433,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491684485,99809,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491684485,1519000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491685486,83385,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491685486,100000,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491685486,1575000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491686486,83393,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491686486,99794,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491686486,9492000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491687487,83184,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491687487,99793,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491687487,378000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491688487,83166,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491688487,99662,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491688487,0,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491689488,83175,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491689488,99388,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491689488,2184000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491690627,83241,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491690627,100000,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491690628,3563000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491691629,83224,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491691629,100000,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491691629,889000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491692629,83236,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491692629,99639,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491692629,5460000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491693647,83199,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491693647,99646,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491693647,5054000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491695002,83298,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491695100,99844,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491695100,6916000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491696101,83281,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491696152,99798,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491696152,546000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491697301,83260,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491697380,99697,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491697380,11010000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491698553,83328,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491698554,99685,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491698554,12319000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491699555,83356,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491699555,99447,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491699555,4822000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491700555,83325,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491700555,99161,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491700555,2533000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491701601,83305,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491701601,99824,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491701601,4816000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491702601,83282,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491702601,99798,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491702601,61768000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491703739,83324,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491703739,99833,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491703739,62706000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491704762,83288,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491704762,99636,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491704762,5369000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491705934,83336,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491705934,99824,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491705934,1302000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491706935,83344,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491706935,99212,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491706935,13776000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491707936,83311,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491707936,100000,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491707936,0,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491708993,83361,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491708993,99824,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491708993,0,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491710041,83412,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491710051,99467,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491710051,0,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491711207,83356,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491711208,99813,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491711208,294000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491712445,83426,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491712445,99682,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491712445,924000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491713445,83421,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491713445,100000,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491713445,462000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491714446,83458,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491714446,100000,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491714446,462000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491715446,83436,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491715446,99807,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491715446,0,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491716713,83532,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491716722,100000,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491716722,37506000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491717840,83437,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491717840,99812,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491717840,20958000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491718840,83465,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491718840,99808,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491718840,0,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491719840,83464,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491719840,99422,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491719840,679000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491720840,83461,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491720840,99391,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491720840,17640000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491721841,83330,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491721841,100000,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491721841,378000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491722841,83264,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491722841,99632,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491722841,1281000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491724039,83261,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491724039,100000,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491724039,0,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491725281,83360,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491725281,99379,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491725281,973000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491726282,83304,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491726282,100000,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491726282,0,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491727456,83389,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491727456,99835,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491727456,5873000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491728513,83450,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491728513,99450,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491728513,0,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491729514,83468,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491729514,99809,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491729514,3367000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491730514,83407,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491730514,99629,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491730514,7217000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491731514,83440,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491731514,100000,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491731514,11221000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491732850,83517,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491732850,99848,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491732850,0,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491733850,83516,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491733850,99635,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491733850,0,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491734851,83508,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491734851,99787,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491734851,0,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491735851,83546,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491735851,100000,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491735851,0,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491736918,83351,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491736918,99821,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491736918,0,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491737991,83365,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491737992,99643,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491737992,1855000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491738993,83435,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491738993,99798,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491738993,378000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491740272,83344,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491740272,99547,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491740272,1358000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491741416,83371,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491741416,99630,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491741416,7434000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491742417,83428,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491742417,99607,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491742417,924000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491743417,83360,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491743417,99626,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491743417,0,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491744811,83417,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491744812,99686,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491744812,462000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491745812,83437,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491745812,99271,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491745812,378000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491746907,83449,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491746907,99822,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491746907,1628000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491747907,83454,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491747907,99802,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491747907,0,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491748907,83446,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491748907,99810,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491748907,9226000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491749908,83392,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491749908,99161,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491749908,40985000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491750908,83462,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491750908,99653,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491750908,4459000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491751908,83388,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491751908,99056,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491751908,9828000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491753225,83373,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491753225,99551,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491753226,0,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491754226,83327,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491754226,99761,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491754226,0,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491755227,83279,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491755227,99832,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491755227,0,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491756227,83368,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491756227,99804,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491756227,3822000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491757396,83348,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491757396,99339,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491757396,9380000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491758396,83311,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491758396,100000,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491758396,6643000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491759651,82789,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491759651,99454,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491759651,3101000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491760703,82747,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491760703,99819,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491760703,462000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491761704,82800,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491761704,100000,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491761704,0,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491762705,82865,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491762705,99404,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491762705,4186000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491763705,82671,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
1628491763705,99809,localhost CPU,,,,,true,,0,0,0,0,null,0,0,0
1628491763705,1351000,localhost Network I/O,,,,,true,,0,0,0,0,null,0,0,0
1628491764706,82765,localhost Memory,,,,,true,,0,0,0,0,null,0,0,0
